Student_ID,Name,Gender,Age,Department,Admission_Year,Semester,Course_Code,Course_Name,Credit_Hours,Attendance_Percentage,Midterm_Marks,Final_Marks,Assignment_Marks,Total_Marks,Grade,GPA,CGPA,Scholarship,Hostel_Resident,Family_Income_Range,Extracurricular_Activities
STU213558,Imran Ahmed,Male,19,Pharmacy,2022,1,PHR301,Medicinal Chemistry,3.0,90.0,9.0,48.1,17.8,74.9,A-,3.5,3.85,No,Yes,20k-50k,Yes
STU213559,Hasan Khan,Male,21,Civil Engineering,2020,4,CE201,Structural Analysis,3.0,77.9,3.0,35.6,12.9,51.5,C+,2.5,2.46,No,Yes,Above 100k,Yes
STU213560,Fatema Bhuiyan,Female,19,Civil Engineering,2019,8,CE301,Geotechnical Engineering,3.0,99.1,21.9,34.3,10.4,66.6,B+,3.25,3.09,No,No,50k-100k,Yes
STU213561,Nishat Hossain,Female,20,Public Health,2023,1,PH101,Epidemiology,2.0,77.8,21.9,38.1,11.8,71.8,A-,3.5,3.01,No,Yes,Below 20k,Yes
STU213562,Shakil Talukder,Male,24,Mathematics,2024,1,MAT201,Linear Algebra,3.0,67.4,18.2,50.0,12.5,80.7,A+,4.0,4.0,No,Yes,50k-100k,No
STU213563,Shanta Khan,Female,21,Mechanical Engineering,2020,6,ME301,Machine Design,3.0,59.8,13.6,37.3,16.8,67.7,B+,3.25,3.6,No,Yes,20k-50k,No
STU213564,Priya Sarker,Female,22,Sociology,2020,7,SOC301,Urban Sociology,3.0,73.2,15.6,31.7,20.0,67.3,B+,3.25,2.72,No,Yes,Below 20k,Yes
STU213565,Rasel Ahmed,Male,19,Economics,2021,7,ECO201,Macroeconomics,3.0,76.3,25.6,36.2,17.1,78.9,A,3.75,3.6,Yes,Yes,Below 20k,Yes
STU213566,Ritu Sikder,Female,19,Pharmacy,2019,6,PHR301,Medicinal Chemistry,3.0,68.6,29.5,35.9,18.2,83.6,A+,4.0,3.84,No,Yes,Above 100k,No
STU213567,Riyad Uddin,Male,24,BBA,2020,6,BBA301,Finance,4.0,78.2,14.3,27.9,14.1,56.3,B-,2.75,2.6,No,Yes,20k-50k,No
STU213568,Sakib Mollah,Male,20,English,2019,2,ENG101,English Literature,3.0,73.4,20.6,27.7,14.4,62.7,B,3.0,3.13,No,No,Above 100k,No
STU213569,Fahim Talukder,Male,24,Architecture,2023,7,ARC201,Design Studio II,3.0,92.5,28.5,23.1,7.9,59.5,B-,2.75,2.3,No,No,50k-100k,No
STU213570,Jannat Uddin,Female,23,Architecture,2023,2,ARC101,Design Studio I,3.0,85.5,15.4,39.9,12.1,67.4,B+,3.25,3.53,No,Yes,20k-50k,No
STU213571,Arif Alam,Male,20,English,2023,4,ENG101,English Literature,4.0,81.6,30.0,33.8,20.0,83.8,A+,4.0,3.85,Yes,No,50k-100k,Yes
STU213572,Imran Ahmed,Male,20,Mathematics,2019,2,MAT301,Differential Equations,4.0,100.0,17.8,23.2,13.7,54.7,C+,2.5,3.17,Yes,Yes,20k-50k,Yes
STU213573,Emon Khan,Male,22,Law,2020,4,LAW101,Legal Methods,3.0,83.0,18.1,38.9,11.6,68.6,B+,3.25,3.05,No,No,20k-50k,Yes
STU213574,Arif Khan,Male,21,Economics,2021,7,ECO301,Econometrics,3.0,77.2,26.7,24.7,20.0,71.4,A-,3.5,3.19,No,No,50k-100k,Yes
STU213575,Sathi Alam,Female,23,English,2019,1,ENG201,Linguistics,3.0,72.5,15.0,47.7,18.7,81.4,A+,4.0,4.0,No,No,Above 100k,No
STU213576,Ritu Chowdhury,Female,19,English,2021,1,ENG401,Drama,3.0,85.7,22.3,29.9,14.3,66.5,B+,3.25,4.0,No,Yes,20k-50k,Yes
STU213577,Farhana Chowdhury,Female,21,Public Health,2021,3,PH301,Health Policy,3.0,77.8,19.2,42.9,20.0,82.1,A+,4.0,3.81,No,No,Below 20k,Yes
STU213578,Rakib Rahman,Male,22,Law,2021,2,LAW401,International Law,3.0,80.2,30.0,13.9,13.9,57.8,B-,2.75,3.08,Yes,No,Below 20k,No
STU213579,Anika Mollah,Female,21,CSE,2024,3,CSE201,Data Structures,4.0,75.5,10.5,26.2,20.0,56.7,B-,2.75,2.33,No,No,50k-100k,No
STU213580,Jannat Hossain,Female,25,CSE,2020,6,CSE301,Database Systems,3.0,93.3,25.4,36.7,13.5,75.6,A,3.75,3.65,No,No,Above 100k,No
STU213581,Rafi Bhuiyan,Male,23,Sociology,2023,2,SOC301,Urban Sociology,2.0,80.5,16.7,32.7,18.8,68.2,B+,3.25,2.9,No,Yes,20k-50k,Yes
STU213582,Anika Talukder,Female,21,Law,2023,2,LAW201,Constitutional Law,4.0,100.0,23.9,38.9,15.5,78.3,A,3.75,3.86,No,No,Above 100k,No
STU213583,Mahin Islam,Male,18,Public Health,2022,2,PH401,Global Health,3.0,93.8,9.2,22.3,20.0,51.5,C+,2.5,2.87,No,Yes,50k-100k,No
STU213584,Rahim Khan,Male,19,Mathematics,2021,4,MAT101,Calculus,3.0,100.0,9.4,18.2,12.7,40.3,D,2.0,1.76,No,Yes,50k-100k,Yes
STU213585,Mahin Hossain,Male,20,CSE,2023,1,CSE201,Data Structures,2.0,82.2,14.7,25.2,12.5,52.4,C+,2.5,2.47,No,No,50k-100k,No
STU213586,Mim Akter,Female,24,Physics,2022,8,PHY201,Electromagnetism,1.0,85.5,27.9,30.2,14.4,72.5,A-,3.5,3.33,No,No,Below 20k,No
STU213587,Fatema Islam,Female,18,Sociology,2021,1,SOC301,Urban Sociology,1.0,69.9,1.9,39.2,15.3,56.4,B-,2.75,3.08,No,No,Below 20k,No
STU213588,Shanta Rahman,Female,22,BBA,2022,1,BBA301,Finance,2.0,85.2,19.1,35.1,15.0,69.2,B+,3.25,3.19,No,No,20k-50k,No
STU213589,Rakib Bhuiyan,Male,25,Journalism,2021,6,JOU101,News Writing,4.0,78.8,17.5,42.5,15.8,75.8,A,3.75,3.61,Yes,Yes,20k-50k,Yes
STU213590,Riyad Khan,Male,23,Pharmacy,2022,4,PHR301,Medicinal Chemistry,3.0,80.4,25.8,34.2,15.4,75.4,A,3.75,3.5,No,Yes,20k-50k,No
STU213591,Imran Mia,Male,20,BBA,2022,8,BBA401,HRM,3.0,88.9,16.2,24.8,14.0,55.0,B-,2.75,2.78,No,Yes,50k-100k,No
STU213592,Arif Mollah,Male,23,Economics,2021,3,ECO301,Econometrics,3.0,75.1,25.6,43.3,12.0,80.9,A+,4.0,4.0,No,Yes,Below 20k,Yes
STU213593,Ritu Akter,Female,18,Architecture,2024,4,ARC201,Design Studio II,3.0,85.6,25.7,26.4,17.6,69.7,B+,3.25,2.91,Yes,No,20k-50k,No
STU213594,Emon Alam,Male,18,Mathematics,2022,6,MAT201,Linear Algebra,3.0,100.0,30.0,31.5,14.4,75.9,A,3.75,3.83,No,No,Below 20k,Yes
STU213595,Rakib Bhuiyan,Male,22,Mechanical Engineering,2022,2,ME101,Thermodynamics,3.0,79.7,24.8,37.1,14.1,76.0,A,3.75,3.99,Yes,No,20k-50k,Yes
STU213596,Shanta Sarker,Female,19,EEE,2023,8,EEE301,Signals and Systems,3.0,68.6,11.7,31.5,17.4,60.6,B,3.0,2.67,Yes,No,Below 20k,Yes
STU213597,Sakib Hossain,Male,22,CSE,2023,8,CSE201,Data Structures,2.0,93.4,22.5,36.0,13.2,71.7,A-,3.5,3.76,No,Yes,Below 20k,No
STU213598,Anika Hossain,Female,22,Mechanical Engineering,2020,6,ME101,Thermodynamics,4.0,85.7,10.5,26.5,13.2,50.2,C+,2.5,2.57,No,No,50k-100k,No
STU213599,Karim Ahmed,Male,25,English,2019,3,ENG401,Drama,3.0,92.9,24.4,36.4,13.9,74.7,A-,3.5,3.88,No,No,Below 20k,Yes
STU213600,Ayesha Mia,Female,23,CSE,2023,6,CSE301,Database Systems,3.0,100.0,17.8,32.3,10.4,60.5,B,3.0,2.95,No,Yes,20k-50k,No
STU213601,Sadia Sikder,Female,19,Architecture,2024,7,ARC401,Landscape Architecture,4.0,77.9,16.3,10.4,13.5,40.2,D,2.0,2.24,No,No,20k-50k,No
STU213602,Sathi Mollah,Female,18,BBA,2022,6,BBA401,HRM,3.0,72.6,17.4,18.1,20.0,55.5,B-,2.75,3.06,No,No,20k-50k,No
STU213603,Rafi Akter,Male,18,Mechanical Engineering,2021,5,ME301,Machine Design,3.0,69.2,28.3,35.9,6.7,70.9,A-,3.5,3.33,No,No,Below 20k,Yes
STU213604,Shanta Khan,Female,18,Physics,2021,2,PHY401,Thermal Physics,3.0,72.7,17.7,34.9,17.9,70.5,A-,3.5,2.73,No,Yes,Below 20k,Yes
STU213605,Rahim Akter,Male,22,English,2024,1,ENG101,English Literature,4.0,64.9,18.8,26.1,12.0,56.9,B-,2.75,3.22,No,No,Above 100k,No
STU213606,Sumaiya Sikder,Female,23,Journalism,2021,5,JOU301,Broadcast Journalism,3.0,83.6,20.0,49.3,7.9,77.2,A,3.75,3.85,No,No,Above 100k,Yes
STU213607,Nayeem Akter,Male,23,English,2022,2,ENG401,Drama,4.0,75.3,18.7,38.3,17.9,74.9,A-,3.5,3.8,No,Yes,20k-50k,No
STU213608,Sathi Sarker,Female,21,Journalism,2021,2,JOU301,Broadcast Journalism,4.0,68.6,15.0,27.4,16.2,58.6,B-,2.75,2.3,No,No,Below 20k,Yes
STU213609,Fahim Rahman,Male,20,Public Health,2022,6,PH301,Health Policy,3.0,82.6,22.9,41.4,20.0,84.3,A+,4.0,3.99,Yes,Yes,Below 20k,No
STU213610,Popy Chowdhury,Female,22,Sociology,2024,8,SOC101,Intro to Sociology,4.0,78.1,19.0,35.6,20.0,74.6,A-,3.5,3.78,No,Yes,20k-50k,No
STU213611,Sadia Mollah,Female,19,Public Health,2023,5,PH101,Epidemiology,3.0,89.3,28.9,26.7,11.6,67.2,B+,3.25,2.95,No,No,20k-50k,Yes
STU213612,Ritu Ahmed,Female,23,English,2022,3,ENG401,Drama,3.0,88.4,17.0,32.3,14.7,64.0,B,3.0,2.77,No,Yes,Below 20k,No
STU213613,Jannat Khan,Female,21,Mathematics,2023,6,MAT201,Linear Algebra,4.0,93.4,19.3,39.2,18.9,77.4,A,3.75,3.61,No,No,Above 100k,Yes
STU213614,Shanta Islam,Female,23,Physics,2024,5,PHY101,Mechanics,2.0,73.8,11.3,31.8,14.9,58.0,B-,2.75,2.62,No,Yes,20k-50k,No
STU213615,Mim Bhuiyan,Female,22,EEE,2023,2,EEE401,Power Systems,1.0,94.0,25.8,29.4,16.6,71.8,A-,3.5,3.25,No,No,Below 20k,Yes
STU213616,Rima Hossain,Female,20,BBA,2023,3,BBA101,Principles of Management,2.0,100.0,15.1,43.7,15.8,74.6,A-,3.5,3.25,No,Yes,Below 20k,Yes
STU213617,Anik Sarker,Male,21,Mathematics,2021,8,MAT101,Calculus,3.0,90.2,28.9,31.6,16.1,76.6,A,3.75,3.67,No,Yes,50k-100k,Yes
STU213618,Hasan Bhuiyan,Male,23,Mathematics,2021,1,MAT201,Linear Algebra,1.0,75.9,20.9,38.7,11.4,71.0,A-,3.5,3.22,Yes,Yes,50k-100k,Yes
STU213619,Priya Ahmed,Female,21,EEE,2020,5,EEE401,Power Systems,3.0,98.4,29.4,35.0,16.8,81.2,A+,4.0,4.0,No,No,Below 20k,Yes
STU213620,Sakib Hossain,Male,21,Sociology,2023,6,SOC101,Intro to Sociology,4.0,87.9,27.8,33.3,20.0,81.1,A+,4.0,4.0,No,Yes,Below 20k,Yes
STU213621,Arif Talukder,Male,23,BBA,2019,1,BBA101,Principles of Management,3.0,79.4,17.0,21.2,11.5,49.7,C,2.25,2.36,No,Yes,50k-100k,No
STU213622,Nusrat Sikder,Female,21,Mathematics,2023,2,MAT401,Statistics,3.0,73.4,20.6,34.3,19.8,74.7,A-,3.5,3.6,No,Yes,20k-50k,No
STU213623,Zubayer Bhuiyan,Male,24,BBA,2019,4,BBA101,Principles of Management,3.0,74.7,12.7,37.5,16.3,66.5,B+,3.25,3.13,No,Yes,Below 20k,No
STU213624,Arif Mollah,Male,21,Journalism,2023,3,JOU401,Digital Media,3.0,87.8,29.0,41.1,19.1,89.2,A+,4.0,3.97,No,Yes,50k-100k,No
STU213625,Sadia Ahmed,Female,24,Journalism,2021,4,JOU401,Digital Media,3.0,76.0,21.0,25.1,9.7,55.8,B-,2.75,2.66,Yes,No,Below 20k,Yes
STU213626,Rupa Sarker,Female,20,Architecture,2021,2,ARC201,Design Studio II,3.0,84.1,14.9,17.1,11.9,43.9,D,2.0,1.66,No,No,50k-100k,Yes
STU213627,Arif Talukder,Male,20,EEE,2019,2,EEE201,Electronics,3.0,89.2,20.4,30.8,19.1,70.3,A-,3.5,3.41,No,No,Above 100k,Yes
STU213628,Fahim Chowdhury,Male,19,Law,2023,6,LAW101,Legal Methods,3.0,93.2,15.9,34.7,8.3,58.9,B-,2.75,2.98,Yes,Yes,20k-50k,Yes
STU213629,Imran Akter,Male,23,Public Health,2020,2,PH301,Health Policy,3.0,70.4,24.4,28.3,5.7,58.4,B-,2.75,2.83,No,No,20k-50k,Yes
STU213630,Ayesha Ahmed,Female,25,Physics,2024,2,PHY301,Quantum Physics,3.0,71.6,23.6,27.0,8.2,58.8,B-,2.75,2.81,No,No,50k-100k,No
STU213631,Rafi Rahman,Male,20,Law,2023,4,LAW201,Constitutional Law,4.0,68.6,24.8,26.1,18.2,69.1,B+,3.25,2.77,No,Yes,Below 20k,No
STU213632,Rafi Khan,Male,22,Pharmacy,2019,5,PHR301,Medicinal Chemistry,3.0,100.0,17.6,33.5,17.9,69.0,B+,3.25,3.83,No,No,Above 100k,No
STU213633,Jannat Alam,Female,20,English,2022,2,ENG401,Drama,2.0,64.0,19.8,43.2,15.5,78.5,A,3.75,3.97,No,No,20k-50k,No
STU213634,Sumaiya Alam,Female,20,Architecture,2022,6,ARC101,Design Studio I,2.0,89.4,18.9,33.3,17.2,69.4,B+,3.25,3.18,Yes,No,20k-50k,No
STU213635,Nishat Mia,Female,23,Mechanical Engineering,2020,6,ME101,Thermodynamics,3.0,84.8,19.6,43.4,19.9,82.9,A+,4.0,4.0,No,Yes,20k-50k,Yes
STU213636,Zubayer Ahmed,Male,18,Economics,2023,6,ECO301,Econometrics,3.0,86.9,19.3,50.0,11.6,80.9,A+,4.0,3.93,No,Yes,50k-100k,Yes
STU213637,Karim Ahmed,Male,18,Mechanical Engineering,2024,1,ME101,Thermodynamics,4.0,96.5,18.0,24.9,12.3,55.2,B-,2.75,2.41,No,No,Below 20k,Yes
STU213638,Karim Uddin,Male,24,Architecture,2021,7,ARC401,Landscape Architecture,2.0,77.2,30.0,45.8,17.5,93.3,A+,4.0,4.0,No,Yes,50k-100k,Yes
STU213639,Sathi Alam,Female,18,Physics,2023,4,PHY301,Quantum Physics,3.0,68.7,21.1,30.9,17.2,69.2,B+,3.25,3.52,No,No,20k-50k,No
STU213640,Shakil Mollah,Male,25,CSE,2022,3,CSE401,Machine Learning,2.0,87.7,16.4,33.9,8.5,58.8,B-,2.75,2.39,No,No,Below 20k,Yes
STU213641,Rahim Ahmed,Male,21,Public Health,2023,2,PH201,Biostatistics,3.0,99.6,28.4,30.7,11.4,70.5,A-,3.5,3.65,No,Yes,20k-50k,Yes
STU213642,Priya Mollah,Female,19,Pharmacy,2024,3,PHR101,Pharmaceutics,3.0,87.2,26.3,30.1,19.5,75.9,A,3.75,4.0,No,No,Below 20k,No
STU213643,Tanvir Alam,Male,20,Law,2019,3,LAW401,International Law,1.0,91.6,18.0,18.2,16.6,52.8,C+,2.5,2.51,Yes,No,50k-100k,Yes
STU213644,Sathi Sarker,Female,20,Mathematics,2021,3,MAT101,Calculus,3.0,80.8,22.0,47.9,14.5,84.4,A+,4.0,3.53,No,Yes,Above 100k,Yes
STU213645,Rupa Sikder,Female,21,Civil Engineering,2024,8,CE101,Surveying,3.0,87.2,22.2,25.4,14.9,62.5,B,3.0,2.78,No,Yes,Above 100k,No
STU213646,Arif Hossain,Male,21,Mathematics,2022,6,MAT301,Differential Equations,3.0,83.2,21.3,18.7,8.1,48.1,C,2.25,2.36,No,No,Below 20k,No
STU213647,Lamia Talukder,Female,19,CSE,2019,2,CSE101,Intro to Programming,3.0,90.8,3.0,40.7,15.7,59.4,B-,2.75,2.44,No,Yes,50k-100k,No
STU213648,Rahim Akter,Male,21,Mathematics,2022,4,MAT201,Linear Algebra,2.0,90.9,21.6,26.8,13.8,62.2,B,3.0,2.98,No,No,20k-50k,Yes
STU213649,Hasan Mollah,Male,20,Public Health,2024,6,PH401,Global Health,4.0,56.3,27.5,34.1,17.8,79.4,A,3.75,3.49,No,No,Below 20k,Yes
STU213650,Sourav Rahman,Male,19,Mathematics,2020,3,MAT301,Differential Equations,2.0,80.6,7.6,43.5,20.0,71.1,A-,3.5,3.36,Yes,No,20k-50k,Yes
STU213651,Ayesha Akter,Female,18,Mechanical Engineering,2022,3,ME301,Machine Design,3.0,85.0,15.5,37.1,14.9,67.5,B+,3.25,2.9,No,No,50k-100k,No
STU213652,Sadia Ahmed,Female,24,English,2022,3,ENG401,Drama,4.0,85.5,25.3,31.6,13.3,70.2,A-,3.5,3.35,No,Yes,50k-100k,Yes
STU213653,Sakib Alam,Male,20,Civil Engineering,2024,5,CE201,Structural Analysis,2.0,88.0,17.2,32.3,15.7,65.2,B+,3.25,2.94,Yes,No,Below 20k,No
STU213654,Sumaiya Sikder,Female,20,CSE,2023,7,CSE401,Machine Learning,2.0,76.1,27.8,38.8,9.5,76.1,A,3.75,3.67,No,No,20k-50k,Yes
STU213655,Nusrat Bhuiyan,Female,20,Journalism,2021,1,JOU301,Broadcast Journalism,3.0,73.3,26.8,24.1,18.8,69.7,B+,3.25,3.08,Yes,No,Below 20k,No
STU213656,Zubayer Talukder,Male,19,EEE,2021,2,EEE101,Circuit Analysis,3.0,83.3,20.2,38.6,19.4,78.2,A,3.75,3.53,No,Yes,20k-50k,Yes
STU213657,Imran Uddin,Male,21,English,2024,3,ENG101,English Literature,2.0,64.5,19.5,36.7,3.2,59.4,B-,2.75,2.95,Yes,Yes,20k-50k,No
STU213658,Rakib Sarker,Male,18,Architecture,2022,4,ARC201,Design Studio II,4.0,100.0,17.6,23.1,10.2,50.9,C+,2.5,2.48,No,No,Above 100k,Yes
STU213659,Sabbir Akter,Male,24,Physics,2022,3,PHY101,Mechanics,3.0,72.8,17.8,33.4,15.6,66.8,B+,3.25,2.92,No,Yes,20k-50k,Yes
STU213660,Imran Bhuiyan,Male,20,Mechanical Engineering,2022,4,ME301,Machine Design,3.0,96.4,20.0,34.3,18.4,72.7,A-,3.5,3.16,No,No,50k-100k,Yes
STU213661,Nusrat Khan,Female,20,Law,2022,1,LAW101,Legal Methods,2.0,57.7,12.6,37.7,13.8,64.1,B,3.0,3.19,No,No,50k-100k,Yes
STU213662,Shanta Ahmed,Female,21,Physics,2022,7,PHY101,Mechanics,4.0,94.8,26.6,24.3,10.8,61.7,B,3.0,2.8,No,Yes,Below 20k,Yes
STU213663,Karim Hossain,Male,20,Pharmacy,2021,5,PHR101,Pharmaceutics,4.0,72.4,16.0,50.0,19.1,85.1,A+,4.0,4.0,No,No,20k-50k,No
STU213664,Tanvir Mollah,Male,20,Physics,2020,3,PHY201,Electromagnetism,3.0,80.4,24.7,50.0,16.7,91.4,A+,4.0,4.0,No,Yes,50k-100k,No
STU213665,Tanvir Mollah,Male,21,EEE,2022,6,EEE301,Signals and Systems,3.0,82.1,28.3,36.1,7.5,71.9,A-,3.5,3.57,No,No,Below 20k,No
STU213666,Rafi Ahmed,Male,18,CSE,2023,2,CSE301,Database Systems,3.0,77.3,21.3,24.7,14.7,60.7,B,3.0,3.04,No,Yes,20k-50k,No
STU213667,Ritu Alam,Female,20,Economics,2021,2,ECO201,Macroeconomics,3.0,82.4,13.3,33.3,20.0,66.6,B+,3.25,3.05,Yes,No,20k-50k,Yes
STU213668,Rakib Alam,Male,24,Pharmacy,2019,5,PHR401,Clinical Pharmacy,3.0,75.8,12.1,25.2,10.5,47.8,C,2.25,2.02,No,No,20k-50k,No
STU213669,Hasan Uddin,Male,18,EEE,2021,8,EEE101,Circuit Analysis,4.0,86.9,19.0,17.1,14.3,50.4,C+,2.5,2.74,No,No,50k-100k,Yes
STU213670,Emon Sikder,Male,24,English,2021,4,ENG101,English Literature,4.0,82.0,20.7,31.1,15.2,67.0,B+,3.25,3.01,No,No,Below 20k,Yes
STU213671,Rasel Talukder,Male,18,Public Health,2024,4,PH401,Global Health,2.0,83.3,22.2,37.1,12.3,71.6,A-,3.5,3.76,Yes,No,20k-50k,Yes
STU213672,Sadia Bhuiyan,Female,20,Law,2022,7,LAW401,International Law,2.0,70.2,17.4,18.2,17.0,52.6,C+,2.5,2.39,No,No,50k-100k,Yes
STU213673,Rupa Islam,Female,18,Sociology,2019,6,SOC401,Gender Studies,1.0,77.4,27.3,39.8,16.7,83.8,A+,4.0,4.0,No,No,20k-50k,Yes
STU213674,Sadia Chowdhury,Female,25,Architecture,2020,1,ARC301,Urban Planning,3.0,79.7,25.2,48.1,16.3,89.6,A+,4.0,3.93,No,No,Above 100k,Yes
STU213675,Rupa Mia,Female,20,English,2022,6,ENG101,English Literature,3.0,51.9,24.1,37.9,14.1,76.1,A,3.75,3.91,No,No,20k-50k,No
STU213676,Anik Rahman,Male,20,Physics,2021,5,PHY301,Quantum Physics,4.0,84.0,10.7,45.2,11.6,67.5,B+,3.25,3.13,No,Yes,20k-50k,Yes
STU213677,Sathi Bhuiyan,Female,19,Mathematics,2021,5,MAT101,Calculus,3.0,100.0,20.8,23.2,17.9,61.9,B,3.0,2.95,Yes,No,Below 20k,No
STU213678,Imran Hossain,Male,18,EEE,2022,4,EEE301,Signals and Systems,3.0,50.9,20.0,39.9,12.4,72.3,A-,3.5,3.8,No,No,20k-50k,Yes
STU213679,Karim Talukder,Male,23,EEE,2020,7,EEE101,Circuit Analysis,2.0,92.6,11.8,37.1,16.1,65.0,B+,3.25,3.42,No,Yes,20k-50k,Yes
STU213680,Fahim Rahman,Male,18,Journalism,2021,7,JOU201,Media Ethics,4.0,90.3,22.0,31.6,16.7,70.3,A-,3.5,3.48,Yes,Yes,Below 20k,No
STU213681,Rima Mollah,Female,20,Architecture,2022,3,ARC401,Landscape Architecture,3.0,95.2,17.0,25.5,12.6,55.1,B-,2.75,2.99,No,No,20k-50k,No
STU213682,Imran Mollah,Male,19,Economics,2023,6,ECO301,Econometrics,3.0,100.0,23.1,26.1,20.0,69.2,B+,3.25,3.49,No,Yes,Below 20k,No
STU213683,Nusrat Sikder,Female,22,Mathematics,2021,8,MAT401,Statistics,3.0,77.1,24.6,40.8,16.0,81.4,A+,4.0,4.0,No,Yes,20k-50k,Yes
STU213684,Rafi Hossain,Male,24,English,2020,4,ENG101,English Literature,3.0,74.3,28.8,27.9,13.9,70.6,A-,3.5,3.56,No,No,20k-50k,No
STU213685,Fahim Ahmed,Male,25,Economics,2024,4,ECO401,Development Economics,2.0,98.0,12.9,39.1,11.8,63.8,B,3.0,3.0,No,No,20k-50k,No
STU213686,Popy Chowdhury,Female,20,CSE,2021,6,CSE201,Data Structures,4.0,100.0,9.9,21.9,15.1,46.9,C,2.25,2.17,No,Yes,Below 20k,No
STU213687,Tanvir Bhuiyan,Male,21,EEE,2019,8,EEE101,Circuit Analysis,2.0,83.6,24.2,38.1,6.8,69.1,B+,3.25,3.55,No,No,20k-50k,Yes
STU213688,Shanta Sikder,Female,19,Public Health,2022,5,PH301,Health Policy,3.0,90.2,22.1,34.6,19.4,76.1,A,3.75,3.61,No,No,Above 100k,Yes
STU213689,Tanvir Mollah,Male,18,Pharmacy,2020,6,PHR301,Medicinal Chemistry,1.0,69.6,16.1,15.0,13.6,44.7,D,2.0,2.19,No,Yes,50k-100k,No
STU213690,Imran Mia,Male,25,BBA,2022,6,BBA401,HRM,3.0,72.4,20.8,48.5,16.6,85.9,A+,4.0,4.0,No,No,Below 20k,Yes
STU213691,Sathi Akter,Female,18,English,2023,2,ENG401,Drama,1.0,90.5,20.1,26.2,20.0,66.3,B+,3.25,3.66,No,Yes,Below 20k,No
STU213692,Hasan Khan,Male,24,Physics,2021,5,PHY401,Thermal Physics,3.0,98.0,20.1,23.5,11.3,54.9,C+,2.5,3.44,No,No,20k-50k,No
STU213693,Anik Uddin,Male,24,Pharmacy,2023,1,PHR301,Medicinal Chemistry,4.0,80.2,20.9,36.2,15.2,72.3,A-,3.5,2.57,No,Yes,50k-100k,No
STU213694,Anika Sarker,Female,20,Physics,2022,1,PHY201,Electromagnetism,3.0,66.3,23.9,37.3,10.3,71.5,A-,3.5,3.98,No,Yes,20k-50k,Yes
STU213695,Zubayer Hossain,Male,20,Civil Engineering,2023,4,CE301,Geotechnical Engineering,3.0,77.8,10.9,37.9,15.6,64.4,B,3.0,3.15,No,Yes,Above 100k,Yes
STU213696,Rima Sikder,Female,23,Journalism,2022,8,JOU301,Broadcast Journalism,3.0,69.0,22.2,38.9,12.4,73.5,A-,3.5,3.15,No,No,Below 20k,No
STU213697,Rima Hossain,Female,24,Physics,2022,8,PHY201,Electromagnetism,2.0,96.3,24.5,50.0,11.6,86.1,A+,4.0,3.81,No,No,50k-100k,No
STU213698,Anik Uddin,Male,19,English,2023,7,ENG101,English Literature,3.0,71.9,24.7,38.3,14.7,77.7,A,3.75,3.15,No,No,20k-50k,No
STU213699,Nishat Hossain,Female,19,Physics,2019,7,PHY301,Quantum Physics,4.0,86.5,25.0,19.3,15.8,60.1,B,3.0,2.85,No,Yes,20k-50k,No
STU213700,Ritu Khan,Female,25,English,2019,3,ENG101,English Literature,3.0,85.2,21.2,43.6,20.0,84.8,A+,4.0,4.0,No,No,Above 100k,No
STU213701,Nayeem Uddin,Male,21,Law,2023,5,LAW401,International Law,1.0,98.8,21.5,18.6,20.0,60.1,B,3.0,2.71,No,No,50k-100k,No
STU213702,Jannat Islam,Female,24,Civil Engineering,2021,5,CE401,Transportation Engineering,2.0,83.8,30.0,27.5,11.4,68.9,B+,3.25,3.38,No,No,20k-50k,No
STU213703,Jannat Akter,Female,25,Architecture,2019,8,ARC101,Design Studio I,3.0,73.9,21.4,25.7,14.9,62.0,B,3.0,3.27,No,Yes,Above 100k,Yes
STU213704,Nayeem Islam,Male,18,Mechanical Engineering,2019,4,ME101,Thermodynamics,3.0,94.7,11.2,27.6,11.4,50.2,C+,2.5,2.53,No,Yes,Above 100k,No
STU213705,Arif Bhuiyan,Male,22,English,2021,4,ENG401,Drama,3.0,83.9,16.9,31.0,16.7,64.6,B,3.0,2.45,No,Yes,Below 20k,No
STU213706,Sourav Rahman,Male,24,EEE,2022,1,EEE301,Signals and Systems,3.0,66.8,15.7,35.5,13.1,64.3,B,3.0,3.04,No,Yes,20k-50k,Yes
STU213707,Shanta Bhuiyan,Female,20,Journalism,2019,4,JOU301,Broadcast Journalism,3.0,100.0,10.2,50.0,15.8,76.0,A,3.75,3.76,No,No,Above 100k,Yes
STU213708,Imran Akter,Male,21,EEE,2020,6,EEE401,Power Systems,4.0,80.2,30.0,29.2,17.7,76.9,A,3.75,3.86,No,No,50k-100k,Yes
STU213709,Karim Rahman,Male,21,Pharmacy,2023,7,PHR401,Clinical Pharmacy,4.0,91.9,19.7,20.9,19.6,60.2,B,3.0,3.28,No,Yes,20k-50k,Yes
STU213710,Zubayer Chowdhury,Male,24,BBA,2024,4,BBA201,Marketing,4.0,72.3,21.8,47.8,12.2,81.8,A+,4.0,4.0,No,No,Below 20k,No
STU213711,Sakib Rahman,Male,20,Sociology,2023,5,SOC201,Social Research,3.0,65.1,22.7,32.5,8.3,63.5,B,3.0,3.06,No,Yes,20k-50k,Yes
